date,BSI_max,BSI_mean,BSI_min,BSI_stdDev,cloud_cover,is_interpolated
2023-04-06,-0.02351271572541735,-0.08661714075172605,-0.28030178030475444,0.06878650988334273,0.660233,False
2023-04-07,-0.03483825685306113,-0.03884334833230542,-0.2884975643258922,0.0687432383654794,,True
2023-04-08,-0.044544299995707914,-0.04991190657769157,-0.29896511936725484,0.06961842216561591,,True
2023-04-09,-0.05298014696014623,-0.11455507578190423,-0.31110051169841363,0.07114835423252053,17.421305,False
2023-04-10,-0.060495099553164684,-0.0755860131285182,-0.32429980758894017,0.07306932751496167,,True
2023-04-11,-0.06743845958155185,-0.08948402257804745,-0.33795907330840597,0.07511763496170766,,True
2023-04-12,-0.07415952885209628,-0.10394278738455939,-0.3514743751263822,0.07702956952152683,,True
2023-04-13,-0.08100760917158656,-0.11885083994354467,-0.36424177931244045,0.07854142414318752,,True
2023-04-14,-0.08833200234681125,-0.134096712650494,-0.3756573521361521,0.07938949177545811,,True
2023-04-15,-0.09648201018455896,-0.14956893790089798,-0.38511715986708855,0.07931006536710694,,True
2023-04-16,-0.10580693449161822,-0.1651560480902472,-0.39201726877482135,0.07803943786690233,,True
2023-04-17,-0.11665607707477764,-0.1807465756140322,-0.39575374512892175,0.07531390222361266,,True
2023-04-18,-0.12937873974082573,-0.19622905286774361,-0.3957226551989611,0.07086975138600624,,True
2023-04-19,-0.14432422429655112,-0.22026082330735866,-0.39132006525451113,0.06444327830285144,13.562956,False
2023-04-20,-0.16154749472796764,-0.22642500439397817,-0.3826923592831898,0.0561104243062373,,True
2023-04-21,-0.1799261637379904,-0.24239524716487387,-0.37298719214480247,0.04730572426153565,0.933338,False
2023-04-22,-0.1982635182877053,-0.2552279623537821,-0.3654280609523713,0.03949536790792408,,True
2023-04-23,-0.2162428936539808,-0.2690801080974754,-0.3605405609595985,0.03291357094652048,,True
2023-04-24,-0.2337676371926309,-0.2825656282240675,-0.3581758119553567,0.027486555568927797,,True
2023-04-25,-0.25074109625946966,-0.29568437267603775,-0.3581849337285182,0.02314054396674896,,True
2023-04-26,-0.2670666182103111,-0.3084361913958653,-0.36041904606795533,0.01980175833158693,,True
2023-04-27,-0.2826475504009691,-0.3208209343260295,-0.3647292687625404,0.017396420855044645,,True
2023-04-28,-0.29738724018725793,-0.3328384514090097,-0.3709667216011461,0.015850753728725048,,True
2023-04-29,-0.31118903492499156,-0.3444885925872854,-0.3789825243726446,0.015090979144231098,,True
2023-04-30,-0.32395628196998383,-0.35577120780333604,-0.3886277968659084,0.015043319293165727,,True
2023-05-01,-0.3355923286780488,-0.3666861469996411,-0.3997536588698098,0.015633996367131885,,True
2023-05-02,-0.34600052240500073,-0.37723326011867997,-0.4122112301732213,0.016789232557732518,,True
2023-05-03,-0.3550842105066534,-0.3874123971029324,-0.42585163056501524,0.01843525005657057,,True
2023-05-04,-0.362746740338821,-0.3972234078948776,-0.44052597983406416,0.02049827105524899,,True
2023-05-05,-0.3688914592573174,-0.40666614243699517,-0.4560853977692402,0.02290451774537072,,True
2023-05-06,-0.3734217146179568,-0.4157404506717647,-0.4723810041594159,0.02558021231853871,,True
2023-05-07,-0.37624085377655314,-0.4244461825416656,-0.4892639187934637,0.028451576966355904,,True
2023-05-08,-0.37725222408892034,-0.4327831879891776,-0.5065852614602558,0.03144483388042523,,True
2023-05-09,-0.3763591729108726,-0.4438119224229769,-0.524196151948665,0.03448620525234967,2.222638,False
2023-05-10,-0.3735354276923166,-0.44834086300698106,-0.5419209774328245,0.037505262156156655,,True
2023-05-11,-0.36903623625953064,-0.455534500237061,-0.5594771946279132,0.040444971195571736,,True
2023-05-12,-0.3631872265328855,-0.4623053463643293,-0.5765555276343711,0.043251647856744964,,True
2023-05-13,-0.35631402643275206,-0.4686265191060952,-0.5928467005526378,0.045871607625826386,,True
2023-05-14,-0.34874226387950147,-0.4744711361796681,-0.6080414374831534,0.048251165988966054,,True
2023-05-15,-0.3407975667935046,-0.479812315302357,-0.6218304625263579,0.050336638432314035,,True
2023-05-16,-0.33280556309513226,-0.4846231741914715,-0.6339044997826911,0.05207434044202038,,True
2023-05-17,-0.32509188070475553,-0.48887683056432074,-0.643954273352593,0.053410587504235135,,True
2023-05-18,-0.3179821475427453,-0.4925464021382141,-0.6516705073365033,0.05429169510510835,,True
2023-05-19,-0.3118019915294724,-0.4956050066304611,-0.6567439258348624,0.05466397873079008,,True
2023-05-20,-0.30687704058530796,-0.49802576175837115,-0.6588652529481097,0.054473753867430384,,True
2023-05-21,-0.30353292263062276,-0.499781785239254,-0.6577252127766852,0.0536673360011793,,True
2023-05-22,-0.3020952655857878,-0.5008461947904193,-0.6530145294210291,0.05219104061818691,,True
2023-05-23,-0.302889697371174,-0.5011921081291766,-0.6444239269815809,0.04999118320460324,,True
2023-05-24,-0.30624184590715225,-0.5007926429728361,-0.631644129558781,0.04701407924657836,,True
2023-05-25,-0.3124773391140936,-0.49962091703870765,-0.6143658612530689,0.043206044230262315,,True
2023-05-26,-0.3219218049123688,-0.49642293493410045,-0.5922798461648848,0.03851339364180515,25.210023,False
2023-05-27,-0.33495746222229417,-0.49509434897522286,-0.5661473592390525,0.033032555512531,,True
2023-05-28,-0.35219289396396564,-0.49312064276276046,-0.5410118787979322,0.02746040805446023,,True
2023-05-29,-0.37429327405742463,-0.49313694760629806,-0.5229874340082681,0.02264394202478727,,True
2023-05-30,-0.4019237764227124,-0.49655128170541973,-0.5181880540368041,0.019430148180706566,,True
2023-05-31,-0.4357495749798703,-0.4823240160171814,-0.5327277680502848,0.01866601727941255,28.950077,False
2023-06-01,-0.47401864135413063,-0.5179709635728353,-0.5678001074236864,0.020675099575053625,,True
2023-06-02,-0.5053101379914895,-0.5311569898923728,-0.604916612364914,0.02368718330959408,,True
2023-06-03,-0.5157860250431336,-0.5664745900487201,-0.6206683252901048,0.025408616221952153,8.780912,False
2023-06-04,-0.49825262678872756,-0.5350186574176503,-0.6007936766540752,0.024288384901983116,,True
2023-06-05,-0.4720937240218475,-0.5204257706565525,-0.5676206490663587,0.02174603134329047,22.94701,False
2023-06-06,-0.4582215751074501,-0.5245628498025956,-0.5467091078976892,0.019589087547987567,,True
2023-06-07,-0.45708489218210485,-0.5246453295241804,-0.5399568974088853,0.01820649014847912,,True
2023-06-08,-0.4640165008252846,-0.5271689403241123,-0.543346356583287,0.017632526934742706,,True
2023-06-09,-0.47434922661646217,-0.5308990693982849,-0.5528598244042343,0.017901485696755884,,True
2023-06-10,-0.4834158951351101,-0.5266003608648554,-0.5644796398550672,0.019047654224496214,0.294418,False
2023-06-11,-0.4875732513878177,-0.5372636766155632,-0.5748255362303034,0.021030549005659847,,True
2023-06-12,-0.48727371808963826,-0.538688394495491,-0.5830668240691709,0.023510601318817197,,True
2023-06-13,-0.4839936373827414,-0.5389001101233043,-0.5890102082220752,0.02607347114025725,,True
2023-06-14,-0.4792093514092968,-0.5379236760399312,-0.592462393539422,0.028304818446269,,True
2023-06-15,-0.47439720231147414,-0.5357839447863001,-0.5932300848716168,0.029790303213141425,,True
2023-06-16,-0.471033532231443,-0.5325057689033393,-0.5911199870690653,0.030115585417163544,,True
2023-06-17,-0.47059468331137305,-0.5281140009319777,-0.5859388049821732,0.02886632503462432,,True
2023-06-18,-0.47455699769343385,-0.5339884735868077,-0.577493243461346,0.02562818204181275,11.712211,False
2023-06-19,-0.4834163023402086,-0.516041140853107,-0.5658259528934583,0.02029543064201542,,True
2023-06-20,-0.49374636349593476,-0.5082355554212319,-0.5519233658112592,0.01399680194650929,,True
2023-06-21,-0.5011404322252633,-0.4990673912522234,-0.5370078602839677,0.00816964129356892,,True
2023-06-22,-0.501191759592845,-0.4883873024807863,-0.5223018143808017,0.004251294021468859,,True
2023-06-23,-0.48949359666333087,-0.47604594324162564,-0.5090276061709798,0.0036791054684836605,,True
2023-06-24,-0.46163919450137175,-0.4618939676694462,-0.49840761372372006,0.007890420972887882,,True
2023-06-25,-0.41322180417161897,-0.4565098224288618,-0.49166421510824126,0.01832258587295608,25.654176,False
2023-06-26,-0.3425181760117172,-0.42769255878301426,-0.48939020037973197,0.035558552064326295,,True
2023-06-27,-0.25853905745128936,-0.4082423599724494,-0.4896600075372643,0.0567636976720905,,True
2023-06-28,-0.17297869519295214,-0.3771179125170192,-0.4899184865658801,0.07824900737870419,26.829091,False
2023-06-29,-0.09548899820508165,-0.3681493041785436,-0.4880615761376621,0.0969733869932046,,True
2023-06-30,-0.027552524519091456,-0.34826420753099974,-0.4837895696728529,0.11248742683095604,,True
2023-07-01,0.031390505567845534,-0.3285339038604239,-0.47725384927873576,0.12498963833390472,,True
2023-07-02,0.08189987175855651,-0.30896757313363055,-0.46860579706259364,0.13467853294399681,,True
2023-07-03,0.12453535375586854,-0.2895743953174337,-0.4579967951317097,0.1417526221031784,,True
2023-07-04,0.15985673126260874,-0.27036355037864745,-0.44557822559336696,0.14641041725339574,,True
2023-07-05,0.1884237839816042,-0.251344218284086,-0.43150147055484817,0.14885042983659477,,True
2023-07-06,0.2107962916156822,-0.23252557900056345,-0.41591791212343676,0.14927117129472187,,True
2023-07-07,0.22753403386766974,-0.2139168124948941,-0.3989789324064156,0.14787115306972304,,True
2023-07-08,0.2391967904403939,-0.19552709873389226,-0.3808359135110676,0.14484888660354453,,True
2023-07-09,0.2463443410366819,-0.1773656176843722,-0.3616402375446761,0.14040288333813244,,True
2023-07-10,0.2495364653593608,-0.1594415493131483,-0.3415432866145239,0.13473165471543289,,True
2023-07-11,0.24933294311125773,-0.14176407358703486,-0.32069644282789406,0.1280337121773921,,True
2023-07-12,0.24629355399519984,-0.12434237047284621,-0.2992510882920698,0.1205075671659561,,True
2023-07-13,0.24097807771401417,-0.10718561993739667,-0.2773586051143339,0.11235173112307113,,True
2023-07-14,0.23394629397052794,-0.09030300194750052,-0.25517037540196963,0.10376471549068335,,True
2023-07-15,0.22575798246756829,-0.07370369646997209,-0.23283778126226,0.09494503171073891,,True
2023-07-16,0.21697292290796225,-0.05739688347162563,-0.21051220480248795,0.0860911912251839,,True
2023-07-17,0.20815089499453696,-0.041391742919275394,-0.18834502812993648,0.07740170547596448,,True
2023-07-18,0.19985167843011956,-0.023224160815664904,-0.16648763335188876,0.06907508590502684,13.812305,False
2023-07-19,0.19253537386030278,-0.010327091879671306,-0.14506736281270619,0.0612740022649564,,True
2023-07-20,0.1862633657017416,0.004715434454491,-0.12411539980506332,0.05401775755089576,,True
2023-07-21,0.18099735931385671,0.019422320036473952,-0.10363888785871321,0.04728981306862683,,True
2023-07-22,0.17669906005606875,0.033785760680000256,-0.08364497050340895,0.04107363012393152,,True
2023-07-23,0.17333017328779826,0.04779795219879254,-0.06414079126890347,0.03535267002259171,,True
2023-07-24,0.17085240436846594,0.06145109040657348,-0.045133493684949795,0.030110394070389294,,True
2023-07-25,0.1692274586574924,0.07473737111706573,-0.026630221281301,0.025330263573106204,,True
2023-07-26,0.16841704151429823,0.08764899014399197,-0.008638117587710064,0.020995739836524318,,True
2023-07-27,0.16838285829830413,0.1001781433010748,0.00883567386606998,0.017090284166425534,,True
2023-07-28,0.16908661436893066,0.11231702640203693,0.025784009550286167,0.013597357868591758,,True
2023-07-29,0.1704900150855985,0.12405783526060099,0.04219974593518541,0.010500422248804896,,True
2023-07-30,0.1725547658077282,0.1353927656904896,0.058075739491014744,0.007782938612846839,,True
2023-07-31,0.17524257189474046,0.14631401350542553,0.07340484668802115,0.0054283682664994825,,True
2023-08-01,0.1785151387060559,0.1568137745191313,0.08817992399645155,0.003420172515544744,,True
2023-08-02,0.1823341716010951,0.16688424454532963,0.10239382788655299,0.0017418126657645107,,True
2023-08-03,0.18666137593927876,0.17651761939774321,0.11603941482857245,0.00037675002294068404,,True
2023-08-04,0.19145845708002746,0.18570609489009463,0.12910954129275687,-0.0006915541071448337,,True
2023-08-05,0.19668712038276184,0.19444186683610656,0.1415970637493533,-0.001479638418710141,,True
2023-08-06,0.2023090712069025,0.20271713104950154,0.1534948386686087,-0.0020040416059733425,,True
2023-08-07,0.20828601491187013,0.21052408334400216,0.16479572252077,-0.0022813023631525326,,True
2023-08-08,0.21457965685708524,0.21785491953333105,0.17549257177608416,-0.0023279593844658148,,True
2023-08-09,0.2211517024019686,0.2247018354312108,0.1855782429047983,-0.002160551364131289,,True
2023-08-10,0.22796385690594073,0.23105702685136398,0.19504559237715932,-0.0017956169963670534,,True
2023-08-11,0.2349778257284223,0.23691268960751305,0.20388747666341417,-0.0012496949753912116,,True
2023-08-12,0.242155314228834,0.24226101951338075,0.21209675223380994,-0.0005393239954218584,,True
2023-08-13,0.2494580277665963,0.24709421238268975,0.21966627555859353,0.00031895724932290133,,True
2023-08-14,0.25684767170113,0.2514044640291627,0.2265889031080119,0.0013086100646249742,,True
2023-08-15,0.2642859513918556,0.2551839702665224,0.23285749135231215,0.0024130957562662546,,True
2023-08-16,0.27173457219819375,0.2584249269084914,0.23846489676174112,0.0036158756300286423,,True
2023-08-17,0.27915523947956516,0.2611195297687924,0.24340397580654588,0.00490041099169404,,True
2023-08-18,0.28650965859539035,0.2632599746611481,0.24766758495697339,0.006250163147044346,,True
2023-08-19,0.29375953490509,0.26671894744955016,0.2512485806832706,0.0076485934018614655,6.455423,False
2023-08-20,0.3008505538231523,0.26584425428981096,0.25413414094488485,0.009080343809745485,,True
2023-08-21,0.30766432098433566,0.26627376851144857,0.2562887296580644,0.010534779415569294,,True
2023-08-22,0.3140664220784661,0.26612048373580194,0.2576711322282577,0.012002446012023969,,True
2023-08-23,0.31992244279536913,0.265377883634479,0.2582401340609132,0.013473889391800569,,True
2023-08-24,0.3250979688248713,0.2640394518790877,0.2579545205614797,0.014939655347590194,,True
2023-08-25,0.32945858585679816,0.2620986721412362,0.25677307713540554,0.016390289672083905,,True
2023-08-26,0.3328698795809759,0.2595490280925325,0.2546545891881394,0.017816338157972785,,True
2023-08-27,0.33519743568723037,0.25638400340458467,0.2515578421251296,0.019208346597947908,,True
2023-08-28,0.33630683986538745,0.25259708174900075,0.24744162135182488,0.02055686078470035,,True
2023-08-29,0.3360636778052732,0.24818174679738897,0.24226471227367366,0.021852426510921185,,True
2023-08-30,0.3343335351967133,0.24313148222135744,0.23598590029612443,0.023085589569301488,,True
2023-08-31,0.3309819977295342,0.23743977169251437,0.22856397082462593,0.024246895752532346,,True
2023-09-01,0.32587465109356134,0.23110009888246794,0.21995770926462646,0.02532689085330482,,True
2023-09-02,0.31887708097862094,0.22410594746282625,0.21012590102157475,0.026316120664309998,,True
2023-09-03,0.3098548730745389,0.2164508011051976,0.1990273315009192,0.027205130978238953,,True
2023-09-04,0.2986736130711411,0.20812814348119008,0.18662078610810834,0.027984467587782755,,True
2023-09-05,0.28519888665825366,0.19913145826241196,0.1728650502485908,0.02864467628563249,,True
2023-09-06,0.26929627952570234,0.1917727071100184,0.1577189093278151,0.029176302864479232,0.029809,False
2023-09-07,0.25170896614837873,0.17929183959908762,0.14168027370757483,0.029555177009383534,,True
2023-09-08,0.23669047614143657,0.16196256263618786,0.12740355357504426,0.02969826397488392,0.002064,False
2023-09-09,0.22823324457415428,0.16151996358487392,0.11727590884929395,0.029610605550551103,,True
2023-09-10,0.22577497319204756,0.1545004117908188,0.11045899855159964,0.029708414096606798,,True
2023-09-11,0.22761468040969118,0.1469766277984387,0.1053081064787883,0.03051069461593544,0.792304,False
2023-09-12,0.23221098376763236,0.14138519431128171,0.10043757037616838,0.03240789008576436,,True
2023-09-13,0.23866089731030796,0.13450484217746486,0.09549794378297435,0.03527619538069254,,True
2023-09-14,0.24622103420812716,0.12718605927837084,0.09039883418692214,0.03886324334966181,,True
2023-09-15,0.25414800763149925,0.11928229215106198,0.08504984907572768,0.04291666684161403,,True
2023-09-16,0.2616984307508334,0.13486656383828233,0.07936059593710694,0.04718409870549106,0.018446,False
2023-09-17,0.2681289167365389,0.1011567213768284,0.07324068225877586,0.05141317179023477,,True
2023-09-18,0.27269607875902485,0.09102278666976435,0.06659971552845038,0.055351518944786994,,True
2023-09-19,0.2746565299887006,0.0804796056142067,0.05934730323384643,0.058746773018089594,,True
2023-09-20,0.2732668835959754,0.06976160061295382,0.05139305286268,0.06134656685908445,,True
2023-09-21,0.2677837527512584,0.05910319406880414,0.04264657190266697,0.06289853331671337,,True
2023-09-22,0.2574637506249588,0.048738808384556034,0.033017467841523325,0.06315030523991824,,True
2023-09-23,0.24156349038748592,0.03890286596300791,0.022415348166965006,0.06184951547764095,,True
2023-09-24,0.21933958520924893,0.029829789206958158,0.010749820366707944,0.05874379687882329,,True
2023-09-25,0.19004864826065704,0.02175400051920516,-0.0020695080715319066,0.053580782292407154,,True
2023-09-26,0.15294729271211954,0.043226064625204244,-0.016133029660038604,0.0461081045673344,29.448107,False
