date,NDRE_max,NDRE_mean,NDRE_min,NDRE_stdDev,cloud_cover,is_interpolated
2023-04-06,0.5397839982367203,0.34951411596735615,0.29525701514775265,0.07719957906012459,0.660233,False
2023-04-07,0.5404026363013023,0.13409361132344164,0.29586339927576727,0.07662853787541991,,True
2023-04-08,0.5443786885302894,0.15731920007880507,0.2994767929455547,0.07621435451477941,,True
2023-04-09,0.5510987838702796,0.36150770759158196,0.30575939515232375,0.07586789473932053,17.421305,False
2023-04-10,0.5599495512678712,0.21171521618655337,0.3143734048912834,0.07550002431016067,,True
2023-04-11,0.5703176196696622,0.2408173137102608,0.3249810211576426,0.07502160898841735,,True
2023-04-12,0.5815896180222507,0.27069945260779515,0.3372444429466103,0.0743435145352079,,True
2023-04-13,0.5931521752722351,0.30097448410332767,0.3508258692533955,0.07337660671164983,,True
2023-04-14,0.6043919203662133,0.33125525942102985,0.36538749907320694,0.07203175127886054,,True
2023-04-15,0.6146954822507835,0.3611546297850735,0.3805915314012539,0.07021981399795747,,True
2023-04-16,0.623449489872544,0.39028544641963003,0.39610016523274505,0.06785166063005808,,True
2023-04-17,0.6300405721780928,0.41826056054887095,0.41157559956288947,0.06483815693627977,,True
2023-04-18,0.6338553581140279,0.4446928233969677,0.4266800333868959,0.061090168677739976,,True
2023-04-19,0.6342804766269478,0.49601541639171975,0.44107566569997364,0.05651856161555615,13.562956,False
2023-04-20,0.6313065293555596,0.49148664693824395,0.4546373139445714,0.05117398116366756,,True
2023-04-21,0.6273400087070091,0.51384576015158,0.468090269352099,0.045666191347300815,0.933338,False
2023-04-22,0.6248655688634451,0.5311155610466433,0.4821835739988619,0.040616682125505336,,True
2023-04-23,0.6242646203385941,0.5490208226061005,0.4969107995517893,0.036134728581334374,,True
2023-04-24,0.6253927627290774,0.5657447517351768,0.5120766500754663,0.03220155207884218,,True
2023-04-25,0.6281055956315158,0.5813355213579018,0.5274858296344781,0.02879837398208295,,True
2023-04-26,0.6322587186425302,0.595841304398305,0.5429430422934095,0.025906415655110905,,True
2023-04-27,0.6377077313587417,0.6093102737804164,0.5582529921168456,0.02350689846198028,,True
2023-04-28,0.6443082333767713,0.6217906024282656,0.5732203831693718,0.02158104376674529,,True
2023-04-29,0.6519158242932401,0.633330463265882,0.587649919515573,0.02011007293346016,,True
2023-04-30,0.6603861037047689,0.643978029217296,0.6013463052200341,0.019075207326179112,,True
2023-05-01,0.6695746712079785,0.6537814732065372,0.6141142443473401,0.018457668308956364,,True
2023-05-02,0.6793371263994903,0.662788968157636,0.6257584409620764,0.018238677245846144,,True
2023-05-03,0.689529068875925,0.671048686994622,0.636083599128828,0.018399455500902672,,True
2023-05-04,0.7000060982339039,0.6786088026415251,0.6448944229121799,0.01892122443818017,,True
2023-05-05,0.7106238140700475,0.6855174880223752,0.6519956163767171,0.019785205421732857,,True
2023-05-06,0.7212378159809772,0.6918229160612025,0.6571918835870248,0.020972619815614966,,True
2023-05-07,0.7317037035633138,0.697573259682037,0.660287928607688,0.02246468898388071,,True
2023-05-08,0.7418770764136782,0.7028166918089087,0.6610884555032916,0.024242634290584306,,True
2023-05-09,0.7516135341286916,0.7029207746521889,0.6593981683384212,0.02628767709977999,2.222638,False
2023-05-10,0.760780473619101,0.7119767309710214,0.6551285554730827,0.0285712390668758,,True
2023-05-11,0.7692924810521576,0.7159501839120174,0.6486182424489666,0.031025543012695066,,True
2023-05-12,0.7770759399092391,0.7195304171705599,0.6403126391031858,0.033573012049414964,,True
2023-05-13,0.7840572336717229,0.7227261037283741,0.6306571552728517,0.03613606928921264,,True
2023-05-14,0.7901627458209863,0.725545916567185,0.620097200795077,0.03863713784426526,,True
2023-05-15,0.7953188598384069,0.727998528668718,0.6090781855069733,0.04099864082674997,,True
2023-05-16,0.7994519592053624,0.7300926130146976,0.5980455192456532,0.04314300134884396,,True
2023-05-17,0.8024884274032299,0.7318368425868494,0.5874446118482284,0.04499264252272438,,True
2023-05-18,0.8043546479133871,0.7332398903668988,0.577720873151811,0.04646998746056836,,True
2023-05-19,0.8049770042172112,0.7343104293365714,0.5693197129935134,0.0474974592745531,,True
2023-05-20,0.8042818797960798,0.7350571324775923,0.5626865412104474,0.04799748107685574,,True
2023-05-21,0.8021956581313704,0.735488672771687,0.5582667676397252,0.047892475979653425,,True
2023-05-22,0.7986447227044604,0.7356137232005812,0.556505802118459,0.047104867095123355,,True
2023-05-23,0.7935554569967274,0.7354409567460005,0.5578490544837607,0.04555707753544266,,True
2023-05-24,0.7868542444895485,0.7349790463896713,0.5627419345727426,0.0431715304127885,,True
2023-05-25,0.7784674686643017,0.7342366651133193,0.5716298522225167,0.039870648839338045,,True
2023-05-26,0.7683215130023641,0.7286608277033232,0.584958217270195,0.03557685592726846,25.210023,False
2023-05-27,0.7568896667459454,0.732089462762278,0.6029336212839175,0.030348114869609463,,True
2023-05-28,0.7468328421805837,0.7315220572780428,0.6248073827559333,0.024784549182801086,,True
2023-05-29,0.7413588573526488,0.7323490120546932,0.6495920019095195,0.01962182246413592,,True
2023-05-30,0.7436755303085111,0.7353990697009567,0.676299978967953,0.015595598310906565,,True
2023-05-31,0.7569906790945407,0.731364082193023,0.7039438141545111,0.013441540320405619,28.950077,False
2023-06-01,0.7813468559347017,0.7506066375156126,0.7304452802269161,0.013501285888912508,,True
2023-06-02,0.8041255497633336,0.7590593048653961,0.7493632400806721,0.014540367608653975,,True
2023-06-03,0.8095429836923697,0.7855004793802155,0.7531658291457286,0.014930291870843588,8.780912,False
2023-06-04,0.7886129839300684,0.7577529358606154,0.7383648856262831,0.013590495703133473,,True
2023-06-05,0.7595397890699904,0.7400626604790501,0.7176470588235294,0.011632138678929978,22.94701,False
2023-06-06,0.7425180954872189,0.7460877180639295,0.704525020368126,0.010414574957918263,,True
2023-06-07,0.7385140182976249,0.7449974578446985,0.6996407201116019,0.010098214499144496,,True
2023-06-08,0.7436865273022768,0.746192037411517,0.7004184274607032,0.010543731211495115,,True
2023-06-09,0.754194592302243,0.748686015128081,0.7042824118221758,0.011611799003856546,,True
2023-06-10,0.7661971830985915,0.7374856549502598,0.7086569426027657,0.013163091785115218,0.294418,False
2023-06-11,0.7764954484951793,0.7538027518493444,0.7115084480798939,0.015037623038648971,,True
2023-06-12,0.7844592533070134,0.7553486649420417,0.7129719920136782,0.01699276454580122,,True
2023-06-13,0.7901006413518894,0.756040284360481,0.7137247970349107,0.018765227662406795,,True
2023-06-14,0.7934316564476026,0.7557862058289639,0.7144440857743839,0.020091723744300516,,True
2023-06-15,0.7944643424119482,0.7544950250717921,0.71580708086289,0.0207089641473172,,True
2023-06-16,0.793210743062722,0.752075337813268,0.7184910049312218,0.020353660227291695,,True
2023-06-17,0.789682902217719,0.7484357397776938,0.7231730806101712,0.018762523340058793,,True
2023-06-18,0.7838928636947349,0.7606344784584909,0.7305305305305305,0.015672264841453336,11.712211,False
2023-06-19,0.7759034567079608,0.737067887517302,0.740439288350706,0.011070987279466241,,True
2023-06-20,0.7659806520571714,0.7289484807269543,0.7495701318395587,0.0059523579707128,,True
2023-06-21,0.754441205938537,0.7188268580284961,0.7537925497935629,0.0015614354239644095,,True
2023-06-22,0.7416018745482286,0.7064032711320949,0.7489760310091934,-0.0008567218520075447,,True
2023-06-23,0.7277794140824162,0.6913779717479176,0.7309900642829248,-5.7055348431671484e-05,,True
2023-06-24,0.7132905807372705,0.6734512115861314,0.6957041384112318,0.005205493443463427,,True
2023-06-25,0.6984521307089624,0.6734242295058457,0.6389877421905892,0.016175983032449128,25.654176,False
2023-06-26,0.6834577398389893,0.6279407024591878,0.5594948407542122,0.033303939821808265,,True
2023-06-27,0.668008762550161,0.6014467869185667,0.46701730458228097,0.05385676179286933,,True
2023-06-28,0.6516834729106136,0.554305875786357,0.3741314804917157,0.07430631482147224,26.829091,False
2023-06-29,0.6341522879541358,0.5474859523492179,0.29120146247944056,0.09174984734019785,,True
2023-06-30,0.6154541965771234,0.5214157242313847,0.2197423332623922,0.10578613800859082,,True
2023-07-01,0.5957203306416243,0.4960275022924362,0.15905692273751043,0.11663934804293669,,True
2023-07-02,0.5750818220096867,0.47132839572889706,0.10844806080173525,0.12453363865952115,,True
2023-07-03,0.5536698025433582,0.4473255137372927,0.06721857735200658,0.12969317107462966,,True
2023-07-04,0.5316154041046866,0.4240259655141481,0.03467130228526428,0.13234210650454792,,True
2023-07-05,0.5090497585557195,0.40143686025598824,0.010109065498448264,0.1327046061655614,,True
2023-07-06,0.4861039977585055,0.37956530715933856,-0.007165303111501513,0.1310048312739558,,True
2023-07-07,0.4629092535750918,0.35841841542072417,-0.01784897364764523,0.12746694304601663,,True
2023-07-08,0.4395966578675265,0.3380032942366704,-0.02263911621304291,0.12231510269802953,,True
2023-07-09,0.41629734249785744,0.31832705280370277,-0.022232900910754663,0.11577347144628006,,True
2023-07-10,0.3931424393281323,0.2993968003183465,-0.017327497843840557,0.10806621050705378,,True
2023-07-11,0.37026308022039917,0.2812196459771271,-0.008620077115360746,0.09941748109663631,,True
2023-07-12,0.34779039703670583,0.26380269897656994,0.0031921911716247604,0.09005144443131324,,True
2023-07-13,0.3258555216391,0.2471530685132003,0.017412136914055826,0.08019226172737011,,True
2023-07-14,0.30458958588962964,0.2312778637835436,0.033342590008872346,0.07006409420109257,,True
2023-07-15,0.28412372165034283,0.21618419398412517,0.05028638035301424,0.05989110306876619,,True
2023-07-16,0.2645890607832869,0.20187916831147015,0.06754633784342141,0.04989744954667653,,True
2023-07-17,0.24611673515051016,0.1883698959621039,0.08442529237703383,0.04030729485110917,,True
2023-07-18,0.22883787661406027,0.16936777931690433,0.10022607385079126,0.03134480019834974,13.812305,False
2023-07-19,0.21285269952672192,0.16377243781754505,0.1143793080531346,0.02319108516462895,,True
2023-07-20,0.19813774820422705,0.15266785213648554,0.12682680433850785,0.01585510276595819,,True
2023-07-21,0.1846386494530444,0.14232622000698092,0.1376381679528559,0.009302764378294009,,True
2023-07-22,0.17230103007964276,0.1327240323466392,0.14688300414212369,0.003499981377592951,,True
2023-07-23,0.16107051689049084,0.12383778007306825,0.15463091815225616,-0.0015873348601884718,,True
2023-07-24,0.15089273669205744,0.11564395410387601,0.16095151522919812,-0.005993272959093687,,True
2023-07-25,0.14171331629081124,0.10811904535667037,0.16591440061889454,-0.009751921543166168,,True
2023-07-26,0.13347788249322107,0.10123954474905922,0.16958917956729025,-0.012897369236449366,,True
2023-07-27,0.12613206210575562,0.09498194319865047,0.1720454573203303,-0.015463704662986763,,True
2023-07-28,0.11962148193488367,0.08932273162305204,0.17335283912395952,-0.017485016446821808,,True
2023-07-29,0.11389176878707398,0.08423840093987184,0.17358093022412274,-0.018995393211997936,,True
2023-07-30,0.10888854946879527,0.07970544206671779,0.17279933586676496,-0.02002892358255863,,True
2023-07-31,0.10455745078651632,0.07570034592119779,0.17107766129783109,-0.020619696182547366,,True
2023-08-01,0.10084409954670588,0.0721996034209197,0.16848551176326595,-0.02080179963600757,,True
2023-08-02,0.09769412255583268,0.06917970548349145,0.16509249250901453,-0.02060932256698271,,True
2023-08-03,0.09505314662036551,0.06661714302652094,0.16096820878102175,-0.020076353599516268,,True
2023-08-04,0.09286679854677309,0.06448840696761605,0.1561822658252324,-0.019236981357651672,,True
2023-08-05,0.09108070514152418,0.06276998822438468,0.1508042688875915,-0.018125294465432405,,True
2023-08-06,0.08964049321108754,0.061438377714434736,0.14490382321404394,-0.016775381546901915,,True
2023-08-07,0.08849178956193192,0.060470066355374066,0.13855053405053455,-0.015221331226103665,,True
2023-08-08,0.08758022100052604,0.0598415450648106,0.1318140066430083,-0.013497232127081114,,True
2023-08-09,0.0868514143333387,0.059529304760352175,0.12476384623741006,-0.01163717287387772,,True
2023-08-10,0.08625099636683863,0.059509836359606716,0.11746965807968478,-0.009675242090536943,,True
2023-08-11,0.08572459390749457,0.059759630780182066,0.11000104741577735,-0.0076455284011022525,,True
2023-08-12,0.08521783376177529,0.060255178939686155,0.10242761949163266,-0.005582120429617093,,True
2023-08-13,0.08467634273614955,0.06097297175572684,0.09481897955319564,-0.0035191068001249348,,True
2023-08-14,0.08404574763708607,0.06188950014591206,0.08724473284641113,-0.0014905761366692254,,True
2023-08-15,0.08327167527105361,0.06298125502784968,0.07977448461722414,0.0004693829367065634,,True
2023-08-16,0.08229975244452095,0.06422472731914763,0.07247784011157948,0.002326681795958976,,True
2023-08-17,0.08107560596395683,0.06559640793741378,0.06542440457542213,0.004047231817044551,,True
2023-08-18,0.07954486263582998,0.06707278780025606,0.05868378325469695,0.005596944375919832,,True
2023-08-19,0.07765314926660914,0.06847246432686338,0.05232558139534884,0.006941730848541358,6.455423,False
2023-08-20,0.07538645914211756,0.07025535422591342,0.04641756796043585,0.008059126646973868,,True
2023-08-21,0.07289225146559587,0.07197141546383769,0.04102016678146832,0.008973163327714887,,True
2023-08-22,0.07035835191963935,0.07381192529655649,0.03619196540706975,0.00971949648337014,,True
2023-08-23,0.06797258618684307,0.0758102674815711,0.031991551385863626,0.010333781706545343,,True
2023-08-24,0.06592277994980228,0.07799982577638286,0.02847751226647343,0.010851674589846228,,True
2023-08-25,0.0643967588911121,0.08041398393849317,0.025708435597522644,0.01130883072587851,,True
2023-08-26,0.06358234869336771,0.08308612572540339,0.02374290892763475,0.011740905707247918,,True
2023-08-27,0.06366737503916427,0.08604963489461491,0.022639519805433238,0.012183555126560176,,True
2023-08-28,0.06483966361109694,0.08933789520362914,0.022456855779541582,0.012672434576421003,,True
2023-08-29,0.0672870400917609,0.0929842904099475,0.023253504398583265,0.01324319964943612,,True
2023-08-30,0.0711973301637513,0.09702220427107143,0.025088053211181773,0.013931505938211254,,True
2023-08-31,0.07675835950966334,0.10148502054450234,0.0280190897659606,0.014773009035352131,,True
2023-09-01,0.08415795381209212,0.10640612298774166,0.03210520161154321,0.015803364533464464,,True
2023-09-02,0.09358393875363288,0.11181889535829084,0.037404976296553094,0.017058228025153988,,True
2023-09-03,0.10522414001688075,0.1177567214136513,0.043977001369613744,0.01857325510302642,,True
2023-09-04,0.11926638328443089,0.12425298491132446,0.051879864379348634,0.02038410135968748,,True
2023-09-05,0.13589849423887848,0.13134106960881176,0.06117215287438125,0.0225264223877429,,True
2023-09-06,0.15530829856281872,0.12290455884480236,0.07191245440333507,0.025035873779798396,0.029809,False
2023-09-07,0.17653581702593557,0.14705563537716,0.0833502664160344,0.027834707227128656,,True
2023-09-08,0.19402985074626866,0.157293727074832,0.09149872596710679,0.03039155881568423,0.002064,False
2023-09-09,0.20296758167100637,0.15625703698497687,0.09288660054826915,0.032268581178802304,,True
2023-09-10,0.20603093471557726,0.15657297267233566,0.0893415397947928,0.03385560874469084,,True
2023-09-11,0.20777802053746997,0.16013439013277075,0.08401591387783758,0.03574939639027549,0.792304,False
2023-09-12,0.2119115157683553,0.15501883210917977,0.07951448760975224,0.038415103031004566,,True
2023-09-13,0.21871236093663285,0.15418232123541817,0.07625160436764127,0.04179150373641712,,True
2023-09-14,0.2276060625448845,0.1528356122399348,0.07409400216979796,0.04568577761457481,,True
2023-09-15,0.23801812709569206,0.15054473252326306,0.07290841903451567,0.04990510377353936,,True
2023-09-16,0.24937406109163746,0.18998813917540586,0.07256159298008776,0.05425666132137245,0.018446,False
2023-09-17,0.2610993710353025,0.1414566108853596,0.07292026202480757,0.058547629366135785,,True
2023-09-18,0.2726195634292691,0.13459479020331597,0.07385116418696847,0.06258518701589105,,True
2023-09-19,0.2833601447761189,0.12665964127846008,0.07522103748486376,0.06617651337869995,,True
2023-09-20,0.2927466215784341,0.11802055794944655,0.07689661993678686,0.06912878756262421,,True
2023-09-21,0.30020450033879625,0.10904693405492996,0.07874464956103103,0.07124918867572545,,True
2023-09-22,0.3051592875597873,0.10010816343356485,0.08063186437588969,0.07234489582606544,,True
2023-09-23,0.30703648974398917,0.0915736399240058,0.08242500239965617,0.07222308812170586,,True
2023-09-24,0.3052616133939836,0.08381275736490737,0.08399080165062378,0.07069094467070837,,True
2023-09-25,0.29926016501235253,0.07719490959492417,0.0851960001470859,0.06755564458113471,,True
2023-09-26,0.28845765110167776,0.2277242949651907,0.0859073359073359,0.06262436696104655,29.448107,False
